CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,646,17,16,16.3,15.3,13,11.3,18,11,8,9,20,5,5,13,11,16,19,24,12,10,10,11,9.3,6,18,17,30,30.2,10,10,14,13,6,6,13,8,19.3,14,17.2,12,27,19.2,17,14
Individual,647,16,17,10,19.3,13,14.3,17,10,9,11,9,20,12,12,17,21,15,16,13,7,12,3.2,10,9.3,11,16,32,37,8,12,13,9,10,12,10,16,22,20,10,16,21,18,11,17
Individual,648,19,18,18.3,10,15,14,11,15,13,13,18,11,14,13,19,23,26,26,14,10,6,2.2,10,7,13,12,32.2,33.1,11,12,10,7,6,10,11,11,17.1,25,15,11,21,25.2,16,14
Individual,649,12,19,11,14.3,12.3,12.3,8,15,12,11,7,14,13,5,19,21,26,24,10,11,14,11,7,9,14,16,33,38,10,9,15,8,9,7,18,8,25,19.1,10,15.2,30.2,16.2,18,10
Individual,650,15.2,16,12,15,14.3,13.3,11,10,8,12,12,5,12,9,19,21,25,24,10,8,7,7,10,7,15,13,33,35,11,11,9,14,10,10,12,12,16,19.1,12,14.2,16.2,23.2,15,15
Individual,651,12,12,14.3,16.3,11.3,14.3,8,15,11,13,16,13,14,5,22,21.2,22,16,10,13,14,17,7,6,21,12,31.2,34,14,9,9,13,12,12,18,12,18.3,19.3,14.2,16,19.2,19.2,15,11
Individual,652,17,14,18.3,10,14,14,16,9,14,14,15,15,14,12,9,11,22,21,11,10,14,12,5,10,21,17,36,31,9,10,7,13,11,8,15,9,18,19.3,13.2,11,30.2,22.2,17,11
Individual,653,12,15,17,18.3,13,13,10,16,10,12,14,8,10,13,21.2,21,17,20,11,8,5,9,9.3,5,11,17,37,32.2,12,6,8,7,13,11,17,18,21,15,18.2,17.2,27,19,12,16
Individual,654,14,18,13,15.3,14,11,17,9,11,10,15,17,5,9,21.2,19,20,22,11,10,2.2,13.4,10,9,13,17,29,29.3,6,6,8,14,13,7,18,18,17.1,18.1,11,15.2,30.2,22.2,17,13
Individual,655,15.2,12,17,15.3,12.3,11.3,12,13,11,8,17,17,12,12,13,22,24,20,13,11,13.4,7,10,9.3,16,17,33.1,30,6,13,12,10,11,6,16,16,19,16,17.2,14.2,29,22,16,18
Individual,656,13,13,13,15.3,12,13,13,11,13,8,8,8,12,9,14,24,16,25,11,11,7,6,8,5,19,17,26,33,9,10,9,8,13,8,10,16,22,18,17.2,14,31.2,31.2,15,18
Individual,657,19,15,17.3,15,11,15,17,10,10,10,20,6,8,5,23,16,25,27,10,14,9,7,7,6,13,19,30.2,29,10,13,11,15,9,11,18,16,18.1,18.3,12.2,18.2,24,17.2,13,15
Individual,658,17,19,14.3,18,13.3,10,14,17,8,13,17,8,13,9,18,16,17,15,8,8,14,6,10,6,13,12,30.2,28,13,12,14,7,7,8,12,15,19.3,17.1,14.2,10,22.3,25,13,19
Individual,659,18,15.2,15.3,14,10,14,9,18,9,13,5,5,5,9,24,15.2,21,18,8,8,13,11,9.3,8,17,18,35,30,11,8,9,13,11,9,13,12,23,24,16.2,15,26,17.2,17,14
Individual,660,14,12,12,19.3,12.3,10,9,16,10,11,25,20,8,8,21,12,27,22,11,7,7,2.2,9.3,5,14,18,32,28,14,7,15,12,8,9,10,12,16,18.3,17.2,12,23,21,8,15
Individual,661,15,18,14,17,15,10,17,18,13,8,25,9,10,8,13,13,19,23,9,14,5,9,6,6,14,13,27,33.1,10,10,10,7,9,8,14,8,19,17.3,11,13,16.2,24,17,18
Individual,662,15,19,16,14.3,15,15,14,17,8,11,25,11,5,5,20,15,24,24,13,14,14,8,9.3,9.3,12,12,27,35,13,9,11,14,7,6,13,11,25,24,10,12.2,29,30.2,12,15
Individual,663,19,14,14.3,19.3,12,15,13,11,13,8,17,9,13,14,24,12,15,25,9,10,13.4,15,9.3,10,20,12,32.2,31.2,6,8,10,13,11,12,17,18,17.1,21,15.2,18.2,16.2,16.2,17,10
Individual,664,16,18,15,18,13.3,11.3,10,12,9,12,5,17,5,8,11,23,25,24,13,10,9,9,6,8,12,13,28,33.1,14,14,12,11,11,7,11,16,17,19.1,11,13.2,31.2,20,11,16
Individual,665,18,14,11,10,11,11.3,11,12,10,13,19,6,9,12,23,21,26,22,13,12,17,3.2,8,5,12,20,29.3,32,13,11,11,11,6,6,11,12,17.1,16,18.2,13,22,23,10,13
Individual,666,15.2,15.2,18.3,19.3,15,11.3,11,16,9,14,19,10,9,8,15.2,13,18,26,11,9,17,14,6,9.3,15,20,36,32.2,11,8,11,13,12,11,12,14,18.1,18.1,14.2,12,31.2,29,11,18
Individual,667,15.2,16,18,11,14,14,16,8,9,12,8,15,9,10,15.2,20,15,23,8,14,5,15,8,9.3,11,19,30,30,7,8,8,10,8,9,14,11,15,22,11,11,18,18,19,18
Individual,668,15,13,17,17,13.3,11.3,17,18,12,14,17,14,9,8,21.2,16,27,26,12,9,12,6,8,5,11,20,33.2,26,13,8,9,11,6,13,18,14,25,19.1,14,16.2,18.2,22.2,15,10
Individual,669,13,13,17,18.3,9,14,8,13,14,9,8,10,5,10,20,13,23,17,9,9,12,13.4,5,9,18,13,28,37,13,11,14,13,13,12,14,14,16,14,14.2,16.2,22.3,21,10,14
Individual,670,19,12,18.3,17,14,10,8,18,13,13,25,6,8,9,11,21.2,16,24,9,9,9,5,9.3,5,15,20,38,36,10,6,14,14,8,13,12,16,20,18,17.2,16,21,23,14,8
Individual,671,19,16,19.3,15.3,14.3,15,13,18,13,11,12,20,10,12,9,18,24,17,8,10,11,11,5,6,12,12,29.3,33,6,9,10,12,8,9,13,17,16,25,11,14.2,19,27,19,8
Individual,672,15,19,12,19.3,11,12,17,8,10,10,6,19,8,10,19,18,27,24,7,10,13.4,10,6,9.3,16,15,39,32,9,12,13,8,6,10,16,8,15,17.3,13.2,13.2,29,25.2,11,14
Individual,673,14,17,17,19.3,14.3,11,11,14,12,8,10,13,12,13,19,14,17,23,12,10,8,17,5,6,15,19,31.2,29,9,8,9,8,9,11,16,18,24,17,14.2,16,30.2,22.3,19,15
Individual,674,13,17,12,17,15,14,12,9,13,8,5,19,14,10,24,21.2,22,26,8,14,7,15,10,9,11,16,28,32.2,7,6,9,11,13,7,17,8,24,20,14.2,14,29,31.2,15,8
Individual,675,15.2,15.2,12,13,15,15,13,13,10,8,5,6,14,8,17,24,23,26,12,14,2.2,13,9.3,5,17,21,37,38,14,9,12,11,7,12,15,18,18.3,18.3,11,15,29,26,17,12
Individual,676,19,12,17.3,15.3,14.3,13.3,17,10,10,12,14,6,14,12,21.2,20,18,25,7,11,15,14,9.3,5,11,15,33,31,10,13,12,11,11,9,12,18,19,25,16.2,12.2,21,16.2,16,19
Individual,677,12,13,13,16.3,10,10,16,16,11,8,18,14,5,10,22,15.2,17,23,12,8,2.2,8,10,7,19,16,29.3,38,13,9,15,14,8,9,18,11,25,19,14.2,15,17.2,28,11,13
Individual,678,16,19,19.3,15.3,9,14.3,11,16,8,12,10,11,13,10,10,18,18,26,8,9,11,12,8,6,18,12,35,27,9,6,12,11,12,10,8,18,17.3,22,15.2,11,23,23,16,16
Individual,679,12,14,16.3,18,10,12.3,10,12,10,8,6,8,5,10,10,11,26,19,7,8,14,14,9,7,11,15,31,35,11,11,7,14,8,8,13,8,18.3,19.3,18.2,16,29,20,12,15
Individual,680,18,13,18.3,12,11,13,12,16,8,13,5,12,10,13,14,15,21,26,8,9,12,17,6,7,20,19,34,30.2,12,14,13,13,9,13,8,15,24,23,12.2,15,22.2,17.2,18,13
Individual,681,16,15,14.3,10,10,9,12,17,10,10,11,14,12,12,11,14,26,18,10,11,13,5,7,5,16,20,33,31.2,11,8,8,14,12,10,16,9,18.1,19,15.2,13.2,22.3,18.2,8,8
Individual,682,18,18,18.3,15,11.3,10,11,17,12,10,6,9,13,14,16,16,22,20,9,14,6,10,9.3,7,14,17,34,33.1,13,10,12,7,12,8,15,14,20,19,12,17.2,19,23,8,19
Individual,683,15.2,19,15,11,12.3,12,18,17,13,11,6,9,13,5,14,10,26,18,8,13,5,2.2,6,8,13,11,26,28,7,6,8,14,6,13,10,10,18.3,18.1,12,13,23,28,11,19
Individual,684,15,15.2,13,17.3,10,9,15,10,10,13,9,7,9,13,21.2,13.2,21,18,13,9,2.2,5,7,5,15,19,37,30.2,11,9,13,9,12,8,14,15,17.1,18,13.2,16,31.2,18.2,10,8
Individual,685,12,13,14,13,11,10,8,8,9,12,25,7,14,9,21,18,25,26,8,14,10,10,6,7,20,15,37,33.2,7,11,14,12,13,13,15,13,15,20,16.2,15.2,22.2,30,10,11
Individual,686,12,17,10,15,9,11,18,18,10,8,17,5,10,10,16,22,22,26,13,8,6,9,5,9.3,17,12,38,31.2,7,14,14,14,9,8,16,17,19.3,20,14.2,12.2,22.3,25,17,16
Individual,687,14,17,18,10,11.3,12.3,15,8,10,14,18,12,10,14,20,22,25,25,11,10,11,9,7,9.3,19,13,33.1,38,7,6,12,7,8,8,12,8,15,15,15.2,13,18.2,31.2,17,16
Individual,688,12,17,14,14.3,10,10,18,9,11,13,11,13,10,14,13,15,18,16,8,14,13.4,12,9,9,17,19,32.2,26,9,6,11,11,12,12,15,18,17.1,19.3,15,15,16.2,24,16,14
Individual,689,19,15.2,15.3,17.3,12.3,14.3,16,10,13,10,10,25,5,9,21.2,9,15,19,9,13,7,9,5,7,17,13,32,32,14,10,15,10,10,12,17,14,25,19.1,16,12.2,21,30,10,12
Individual,690,19,14,17.3,18.3,14.3,10,15,11,10,13,13,11,12,5,15.2,22,19,17,14,12,8,12,9,5,18,16,34,27,7,14,11,9,7,9,17,17,14,18,10,12.2,21,31.2,11,17
Individual,691,14,15.2,18.3,14.3,10,11,18,11,10,11,5,6,9,14,13,18,21,27,12,12,8,8,8,6,16,15,29,33.2,6,11,13,12,7,8,12,13,14,18.3,13.2,10,20,24,10,11
Individual,692,14,15.2,17,13,14.3,11,17,9,10,11,19,18,8,10,21.2,13,24,17,12,11,10,10,6,6,14,15,28,32,6,14,8,9,7,9,9,12,19.3,25,15,11,24,22.3,15,11
Individual,693,15.2,13,15.3,17,9,11.3,13,13,14,14,11,20,8,12,20,21,25,23,9,12,8,5,5,7,15,18,35,33.1,13,13,8,8,12,9,13,18,20.1,24,13,14,23,18,17,13
Individual,694,15,19,16.3,17.3,14.3,10,9,17,12,13,15,10,14,10,18,15.2,26,19,12,12,2.2,6,7,9.3,13,12,32,32.2,9,6,15,7,11,6,12,9,19.3,18.1,17.2,14.2,22.3,23.2,19,11
Individual,695,17,17,18,13,15,13.3,9,18,8,12,13,6,12,8,12,19,23,18,11,10,9,5,8,7,13,20,31.2,26,11,8,14,12,10,9,8,11,25,17.3,15,11,23,27,15,10
Individual,696,12,18,18,11,11.3,13,8,10,10,12,11,25,13,8,10,18,15,26,10,8,6,15,9,9,17,17,32.2,29,7,8,15,11,12,12,10,9,20.1,14,10,16.2,30,20,13,8
Individual,697,19,19,12,15.3,11,12.3,16,9,14,10,7,6,8,8,15.2,11,20,22,8,7,14,12,10,7,14,17,34,28,14,10,15,15,10,12,16,8,17.3,18.3,18.2,12.2,20,26,11,14
Individual,698,16,15,16,16.3,14.3,12,14,11,9,8,25,7,8,8,10,13.2,15,20,13,8,12,9,10,7,21,14,34,39,8,9,9,9,10,6,18,15,20.1,21,16,11,16.2,31.2,15,16
Individual,699,15,17,12,14,12,13,17,14,10,12,17,16,10,10,9,11,23,22,11,13,7,3.2,10,9,16,17,29.3,38,7,8,14,13,6,7,11,8,20,24,12,13.2,25,30.2,19,18
Individual,700,14,16,13,18,13.3,15,17,9,8,12,25,10,13,10,13.2,13.2,23,18,8,13,13.4,13,10,7,16,15,34,38,9,9,14,14,13,13,15,11,19,19,17.2,13,30,22.3,14,16
Individual,701,15.2,19,18,15.3,13.3,11,18,15,9,10,10,10,5,9,21,22,27,19,12,12,10,10,9,9.3,15,21,29.3,34,11,12,15,15,11,7,16,13,18.1,15,18.2,12.2,23.2,28,10,11
Individual,702,19,15.2,16.3,17,12.3,14.3,15,11,14,10,7,9,10,13,20,18,18,24,10,8,8,13.4,10,9.3,15,16,35,29,12,10,12,9,10,10,14,15,18,20.1,15.2,13,30.2,17.2,13,12
Individual,703,15,14,15,13,11.3,11,18,11,10,9,7,9,12,9,11,11,15,26,9,10,5,5,9,9,14,13,33.1,27,14,13,13,15,12,9,17,9,15,20.1,18.2,15,18,22.2,18,11
Individual,704,18,16,10,12,13,10,12,18,12,12,13,19,10,13,22,13,27,27,7,12,5,8,5,9.3,16,18,28,36,11,11,14,13,6,9,16,14,17.1,25,10,18.2,26,18,13,8
Individual,705,15.2,13,18.3,11,13.3,13.3,18,12,10,8,14,17,12,9,21.2,18,25,25,9,14,5,2.2,10,7,16,20,30.2,33,13,11,13,11,10,10,17,11,21,22,15.2,14.2,23.2,22.3,11,12
Individual,706,12,15.2,16.3,15,10,11.3,18,16,9,13,7,20,9,10,17,13,24,26,8,10,14,8,9,9.3,21,18,35,33.2,8,7,12,13,12,12,13,13,18.1,17.3,15,12,17.2,23,13,15
Individual,707,18,12,18,15.3,12,12,10,10,12,9,11,18,8,9,21.2,21.2,26,21,12,14,3.2,6,9.3,8,19,12,31.2,37,11,11,14,7,7,13,10,10,20.1,15,14,18.2,29,25.2,18,15
Individual,708,13,18,18,17.3,9,12.3,16,14,14,13,17,13,12,13,13,20,23,22,9,9,6,14,10,6,11,11,32.2,30,12,6,9,9,12,7,16,14,15,17.3,10,16.2,22.3,23.2,8,8
Individual,709,17,14,13,13,14,15,10,11,8,10,20,17,5,9,10,15.2,19,16,14,12,7,11,9.3,10,12,15,37,36,6,8,10,12,9,8,12,16,15,22,15.2,16.2,19.2,25,15,12
Individual,710,19,15,11,18.3,12.3,13.3,14,10,12,13,15,18,9,13,15,15,27,17,11,8,8,14,9.3,10,16,14,30.2,39,8,11,14,8,11,6,9,15,20,15,14,16,30.2,22.3,18,10
Individual,711,18,12,18.3,12,15,12,14,12,9,13,5,16,10,9,11,12,26,26,11,11,15,6,8,10,20,20,31.2,38,6,9,12,14,11,8,17,8,19.3,23,13.2,13.2,30.2,30,15,18
Individual,712,14,16,15,18,14,12.3,16,13,10,14,17,19,9,10,16,12,26,22,8,13,13.4,13,5,9.3,17,19,32.2,31,10,13,12,8,6,13,8,18,20,23,10,14.2,22.3,22,17,19
Individual,713,19,16,16,14,11,13,17,13,13,12,8,8,10,5,17,13,27,15,13,7,3.2,9,9.3,10,17,18,37,38,11,10,10,13,10,9,15,8,18.3,16,15.2,13,18,23,13,14
Individual,714,12,12,14,16,10,12,17,10,13,11,20,25,8,8,21,12,21,18,11,7,13.4,15,9.3,8,14,19,30.2,34,8,14,13,10,13,6,14,14,21,19.3,12,16.2,26,26,8,10
Individual,715,14,18,14,17,11.3,10,13,12,13,14,13,14,14,14,18,9,21,25,10,8,13.4,13.4,8,10,20,12,32.2,35,12,8,7,8,12,10,18,12,17.3,18.3,15,13,20,17.2,8,8
Individual,716,17,14,19.3,16,13,14.3,13,13,10,8,12,17,8,13,11,11,25,24,7,14,10,2.2,5,10,17,21,36,39,6,11,13,8,10,6,18,13,15,16,16,18.2,27,24,19,15
Individual,717,17,15.2,14,17,9,11,11,15,11,8,5,19,10,13,18,12,18,22,7,10,7,6,7,8,16,11,31.2,38,7,14,7,13,7,11,13,18,20.1,20.1,14,15,17.2,30,13,18
Individual,718,14,14,15.3,18,13,12.3,15,18,8,9,15,13,13,5,14,19,15,20,11,8,10,11,8,10,11,21,30,37,8,11,15,10,9,9,12,17,21,23,16,15.2,29,22.2,13,15
Individual,719,19,15,13,10,13,10,15,13,10,11,7,13,14,14,16,14,17,18,7,8,12,14,5,10,21,19,30,31.2,13,14,11,10,6,11,16,11,18.3,17.3,17.2,10,18,21,16,14
Individual,720,19,18,17,18.3,12.3,14.3,18,9,10,8,9,18,10,10,23,12,23,19,14,8,12,10,6,7,15,15,30.2,32.2,9,12,12,12,13,12,18,16,19.3,20.1,10,15.2,31.2,24,13,19
Individual,721,14,15,17,13,12,14,12,13,11,11,18,11,5,8,20,21,23,20,12,11,13.4,7,6,8,20,13,32.2,31.2,7,6,8,13,7,9,16,11,17.1,18.3,14,18.2,19,16.2,12,16
Individual,722,19,14,17,14.3,12,11.3,15,13,12,13,18,12,5,14,12,14,22,20,10,9,9,9,7,5,12,11,29,32,11,7,14,8,9,9,9,12,23,18.3,10,15.2,29,22,17,16
Individual,723,13,15.2,19.3,14.3,12.3,12,8,13,12,14,19,9,12,5,15.2,22,19,22,13,8,5,8,7,7,15,21,33.2,34,10,13,10,10,8,10,13,10,24,20,16.2,13.2,18.2,28,12,8
Individual,724,14,15.2,17,19.3,9,11.3,15,11,12,12,17,25,9,13,19,11,23,26,9,9,3.2,14,10,6,15,14,32.2,39,10,14,9,14,12,10,11,18,17.1,18.1,12.2,12,21,18.2,17,18
Individual,725,15.2,14,16,19.3,13,12.3,8,17,11,8,9,7,9,14,23,15.2,27,25,13,8,14,5,8,6,21,16,31.2,35,12,9,11,14,7,6,10,11,18.1,19,12.2,12.2,28,30,12,16
Individual,726,15,15,14,14,12.3,15,15,14,10,8,16,18,5,9,15,10,21,17,12,13,10,14,10,7,11,17,39,34,8,9,14,9,11,10,8,12,25,19.1,13.2,11,20,24,17,19
Individual,727,15,18,12,15.3,9,14,8,11,13,9,12,13,9,5,15.2,12,22,20,10,8,12,15,10,9,15,11,37,35,12,8,14,10,11,8,10,12,15,19,12,15,22,22.2,15,18
Individual,728,16,13,13,13,9,10,11,13,14,9,18,20,8,9,12,19,15,24,12,7,3.2,10,6,6,15,13,34,32.2,7,6,8,15,10,12,12,14,19,18.3,13,12,20,30.2,16,12
Individual,729,17,15.2,14.3,16,9,11,9,13,11,13,18,17,10,9,10,24,24,22,11,9,13.4,13,10,8,19,12,29,32,7,14,10,14,13,9,12,14,17.3,14,10,16.2,20,23.2,12,11
Individual,730,17,12,19.3,14.3,14,13.3,13,13,10,14,13,11,9,14,20,10,20,20,7,8,8,7,9.3,8,19,13,28,39,9,8,11,10,11,6,8,8,25,23,11,10,17.2,22.2,19,19
Individual,731,18,13,10,17.3,12,14,17,13,11,9,7,9,13,13,14,18,18,19,14,13,8,7,9.3,8,15,13,27,30,7,10,15,9,9,12,12,13,18,16,13.2,17.2,16.2,27,8,16
Individual,732,14,18,10,10,10,15,17,12,9,14,20,10,9,14,15,10,16,27,12,10,14,14,9.3,7,13,15,26,33,13,12,8,11,7,9,10,10,20.1,15,15.2,16,30.2,18,18,13
Individual,733,18,12,15,17,12.3,13.3,9,18,13,8,14,5,14,12,18,15,27,21,7,9,12,15,9,8,15,21,26,26,12,10,14,8,12,6,11,17,14,19.1,15.2,14,16.2,23.2,8,17
Individual,734,16,18,17,18,13,9,14,11,13,11,25,12,5,9,16,21,18,23,8,10,3.2,9,9.3,7,12,12,37,33.2,12,12,12,12,9,12,8,14,17.1,17.1,12.2,13.2,19,24,10,16
Individual,735,18,19,16.3,14,12.3,13.3,13,13,11,13,19,16,8,5,10,17,20,24,9,10,10,3.2,7,5,15,19,33.1,32,8,8,7,7,12,7,11,12,17.3,24,12,12.2,30.2,30.2,15,13
Individual,736,13,12,18.3,13,9,13,13,13,12,9,19,19,14,9,21,10,23,27,8,14,5,12,9,9,18,17,37,35,14,13,11,12,13,10,17,13,22,20,14,16,29,28,11,12
Individual,737,16,16,19.3,17,13.3,13.3,12,18,10,10,19,10,9,5,21.2,15,21,24,10,10,2.2,8,9,8,17,11,33.1,31.2,8,10,14,13,8,10,10,13,19,15,15,12,22.3,25,15,18
Individual,738,12,18,14.3,19.3,10,9,18,9,8,8,17,12,8,12,18,24,18,20,14,14,10,13.4,9,9.3,18,17,31,35,10,8,9,11,9,8,18,13,24,21,12,11,28,26,12,8
Individual,739,18,18,19.3,18.3,12,13.3,15,9,8,12,5,15,12,12,12,21.2,22,20,13,10,10,6,7,6,18,21,31,29,8,9,14,9,10,6,13,14,15,21,16.2,16,19.2,21,19,14
Individual,740,15,16,17,14,14,11.3,14,16,8,8,17,19,8,8,16,15,18,25,11,7,15,7,9,8,16,21,36,29,13,6,12,13,8,11,14,18,19.1,21,12,13.2,18.2,20,13,13
Individual,741,19,14,11,12,9,13.3,12,18,14,10,5,11,8,8,13,23,25,19,9,9,6,6,5,9.3,14,17,29.3,34,11,6,7,14,13,12,12,10,18.1,18,10,15.2,27,24,16,15
Individual,742,19,12,17,17,12,9,9,13,13,8,14,25,13,14,14,18,19,23,9,8,8,2.2,8,6,19,17,31.2,26,8,10,10,15,13,8,11,17,18,18.1,12,11,26,22.2,13,13
Individual,743,12,19,14,17.3,13.3,11,9,15,13,9,8,15,10,12,10,18,24,17,12,14,2.2,17,7,10,16,20,36,27,7,6,10,14,6,6,8,16,23,18.1,11,16.2,22.3,19.2,13,11
Individual,744,19,15,19.3,15.3,12,12.3,18,8,8,11,13,18,14,8,10,13.2,26,23,8,7,13.4,12,9,8,16,17,33,33.1,6,10,8,15,7,12,14,14,20.1,17.1,15,11,18.2,16.2,12,17
Individual,745,16,12,17.3,14,14.3,11,15,16,10,9,25,12,14,12,15,13,15,16,9,7,7,9,8,9,11,12,26,29.3,6,9,9,11,7,12,12,13,18.1,25,11,11,18,22.2,10,13
Individual,746,15,16,14,14,15,14.3,9,13,12,9,14,15,13,14,11,24,19,20,8,10,7,9,8,9.3,16,12,35,39,12,14,14,11,10,11,12,13,17.3,22,13,16,20,30.2,8,17
Individual,747,16,17,13,11,15,11.3,16,11,10,13,9,6,8,8,10,20,22,22,11,13,12,11,9,6,11,11,32,30.2,10,14,11,12,11,6,16,17,20,15,15.2,16.2,28,23.2,10,17
Individual,748,12,14,15,16,10,11,18,13,9,11,15,15,9,5,16,9,27,16,12,13,6,9,10,9.3,13,11,39,32,9,8,15,12,9,13,17,11,19.1,21,12,10,18.2,16.2,13,12
Individual,749,12,13,17,12,9,14.3,12,17,13,9,14,14,13,9,20,21.2,16,26,7,14,14,14,8,9.3,11,13,28,39,8,11,14,11,7,13,13,9,17.3,19,14.2,17.2,26,30,14,8
Individual,750,17,16,14,19.3,13.3,9,16,17,9,8,20,18,14,5,23,18,20,24,8,11,9,11,5,8,14,16,34,30.2,9,9,11,11,7,8,15,17,17,16,15,12,22,30.2,15,18
Individual,751,16,19,15.3,19.3,13,14.3,14,17,8,13,16,20,8,5,15.2,14,17,24,7,9,13.4,12,8,7,17,19,35,33,12,11,15,7,11,12,8,9,25,18,10,12,24,26,13,19
Individual,752,15.2,19,10,17.3,11,10,10,13,8,14,8,25,12,14,19,17,23,24,10,12,10,10,8,9.3,14,14,33,35,10,13,13,8,13,13,18,12,14,20.1,16,15,22,19.2,13,8
Individual,753,18,15.2,19.3,15,12.3,10,16,15,9,9,25,16,13,12,16,20,26,22,12,10,15,8,6,8,14,19,31.2,30.2,6,13,15,12,11,11,10,8,18,21,15,17.2,18,29,8,14
Individual,754,17,18,11,19.3,11.3,9,8,17,13,13,10,5,13,8,12,10,20,23,13,14,6,7,10,6,13,20,31,33.1,12,6,7,12,10,12,12,13,17.1,18,11,15,18,25,14,15
Individual,755,18,15.2,10,15,13,14.3,10,10,13,10,25,12,12,14,14,12,27,27,10,7,11,13,5,5,11,17,31.2,30,7,9,12,13,9,12,10,13,22,24,18.2,16,17.2,26,13,11
Individual,756,15.2,13,19.3,18.3,12.3,15,17,10,9,12,16,11,5,9,13,19,22,20,7,13,15,3.2,8,10,16,20,36,33.2,7,12,7,8,13,7,9,10,18.1,17.1,12,14.2,25,25.2,19,16
Individual,757,14,16,15.3,14.3,14,11,14,12,14,14,5,18,5,9,16,19,25,21,11,12,13.4,6,7,9.3,19,12,33,31,6,11,12,15,8,6,12,10,17,22,14.2,13,16.2,31.2,12,11
Individual,758,18,19,11,15,12.3,13,12,11,12,11,25,10,8,9,21,11,27,21,12,12,8,17,7,9.3,20,18,27,31,8,7,14,11,8,10,14,15,19,22,13,15.2,25,23.2,15,10
Individual,759,19,12,11,11,12.3,14.3,11,9,14,13,12,6,5,5,18,24,25,24,8,10,17,17,7,9,17,19,33.2,37,11,9,13,7,6,10,16,12,22,23,11,13,18.2,20,11,16
Individual,760,12,15.2,12,15.3,10,12,13,13,9,11,5,20,5,14,12,17,21,26,14,11,3.2,11,6,6,11,17,31,34,8,12,14,11,13,8,18,10,14,24,15,16,19.2,30,19,10
Individual,761,19,13,10,15,13.3,12,16,14,11,9,11,17,14,9,21,10,16,17,13,8,9,12,8,9,17,21,37,39,10,8,11,11,7,6,15,13,18.1,21,10,18.2,22.2,20,10,14
Individual,762,16,17,14,18.3,10,10,9,14,8,8,12,10,10,8,9,15.2,15,18,7,7,11,5,9.3,8,15,18,26,32.2,9,13,13,9,13,9,16,18,15,16,13,13.2,19.2,19,10,8
Individual,763,18,15.2,16,14,14.3,13,18,15,11,13,6,5,5,10,16,15.2,19,21,14,8,10,9,9,6,12,20,31.2,37,11,6,9,14,12,9,8,8,15,18,12.2,16.2,29,25.2,8,19
Individual,764,13,13,18,14.3,14.3,13.3,12,12,11,10,14,15,10,12,16,17,16,19,8,13,10,13.4,10,9.3,21,18,35,33.2,8,10,8,8,13,11,12,15,19.1,19.1,15,13.2,21,28,13,8
Individual,765,13,19,16.3,14.3,12.3,13.3,10,18,9,10,7,20,12,9,22,15.2,25,15,14,8,13.4,10,9,9,18,15,29.3,31,7,13,11,14,6,9,16,15,19.1,19,17.2,11,31.2,22,13,8
Individual,766,19,14,16.3,18,15,12,12,18,11,13,14,18,8,10,9,20,16,23,8,10,17,13.4,5,9.3,14,21,33,30,13,13,15,10,11,8,8,9,24,21,15.2,12.2,22.3,22,11,15
Individual,767,15.2,15.2,17.3,17,12,13.3,10,11,13,12,12,14,10,9,11,13,22,27,14,7,17,7,10,8,13,14,26,31,8,11,11,15,12,10,9,16,16,20,14,16.2,22.3,17.2,10,10
Individual,768,15.2,12,16,16.3,11.3,9,11,16,12,10,14,20,13,13,10,23,25,21,14,14,14,9,5,7,20,17,36,31.2,7,10,11,15,7,9,18,17,19,18.3,12,12,21,19.2,15,16
Individual,769,12,14,12,10,13.3,13,8,8,10,11,15,8,14,8,10,21,15,19,9,11,3.2,14,9,6,15,13,35,30,7,7,9,8,11,12,17,11,17.1,18.1,15,18.2,18.2,29,10,15
Individual,770,18,19,17,15,14.3,14.3,12,9,13,13,15,19,13,14,21.2,22,16,27,7,7,6,17,9,9,16,17,37,33.2,6,6,10,14,9,9,18,10,18.1,17.3,16.2,11,17.2,20,19,8
Individual,771,19,18,14,15.3,13.3,12.3,16,15,8,13,16,6,13,12,15.2,13,25,15,14,10,5,17,6,10,21,15,29,37,11,11,13,9,10,10,13,15,15,14,18.2,15,18,17.2,15,8
Individual,772,15,15,17.3,16.3,11,13.3,14,12,14,12,9,18,12,10,13.2,23,25,25,14,12,12,3.2,5,9,16,11,27,37,10,11,11,7,9,8,18,14,23,19.1,11,15,30,23.2,10,10
Individual,773,15,19,15,16,14,12,15,10,12,13,7,10,14,13,14,23,27,16,14,11,15,5,5,10,17,19,33.2,32.2,6,14,9,13,9,13,13,15,20,18.3,15,12,25,27,10,15
Individual,774,18,19,14.3,15.3,12,11,9,12,12,12,12,12,14,5,10,14,26,19,10,12,13.4,12,10,8,14,21,38,29,12,14,15,9,13,6,10,16,24,18,11,18.2,29,18.2,17,15
